# Active Comparator sample data v0.1
# nodes: 1000
# offer rows: 5000
node_id	item	seller	status	posted	title	ask_price	min_bid	location	quality	availability	condition	risk	cvu
ACT0203_STANDARD_OPTION	ACT0203-05	Budget Direct	Posted	1d	Standard Option Offer 5	1864	1686	Edmonton Region	85	52	Good	Medium	64
ACT0204_PREMIUM_OPTION	ACT0204-01	Open Offer Ltd.	Posted	8d	Premium Option Offer 1	5795	5040	Red Deer	52	54	Excellent	High	35
ACT0204_PREMIUM_OPTION	ACT0204-02	Regional Exchange	Watch	13d	Premium Option Offer 2	3361	2991	Provincial	79	44	Unknown	Low	63
ACT0204_PREMIUM_OPTION	ACT0204-03	Prairie Value Co.	Limited	12d	Premium Option Offer 3	2042	1826	Springbrook	75	35	Unknown	Unknown	56
ACT0204_PREMIUM_OPTION	ACT0204-04	Open Offer Ltd.	FS	0d	Premium Option Offer 4	1219	1084	Calgary Region	79	72	Fair	Medium	66
ACT0204_PREMIUM_OPTION	ACT0204-05	Verified Local	Available	20d	Premium Option Offer 5	7880	7283	Central Alberta	60	35	Good	High	35
ACT0205_LOCAL_PROVIDER	ACT0205-01	Regional Exchange	Watch	11d	Local Provider Offer 1	2140	1979	Edmonton Region	47	88	Fair	Medium	58
ACT0205_LOCAL_PROVIDER	ACT0205-02	Verified Local	Posted	1d	Local Provider Offer 2	1671	1530	Provincial	63	89	Fair	High	56
ACT0205_LOCAL_PROVIDER	ACT0205-03	North Star Supply	Limited	15d	Local Provider Offer 3	272	253	Springbrook	50	69	New	Medium	52
ACT0205_LOCAL_PROVIDER	ACT0205-04	Prairie Value Co.	FS	16d	Local Provider Offer 4	2560	2201	Provincial	76	91	Fair	High	56
ACT0205_LOCAL_PROVIDER	ACT0205-05	Budget Direct	Available	8d	Local Provider Offer 5	7917	6684	Red Deer	79	59	Unknown	Low	60
ACT0206_REGIONAL_PROVIDER	ACT0206-01	Prairie Value Co.	Available	9d	Regional Provider Offer 1	3830	3158	Central Alberta	74	43	Good	High	38
ACT0206_REGIONAL_PROVIDER	ACT0206-02	Budget Direct	Watch	15d	Regional Provider Offer 2	549	518	Online	53	83	Good	Medium	56
ACT0206_REGIONAL_PROVIDER	ACT0206-03	Central Listings	Available	9d	Regional Provider Offer 3	1551	1296	National	58	60	Excellent	Low	66
ACT0206_REGIONAL_PROVIDER	ACT0206-04	Budget Direct	Limited	8d	Regional Provider Offer 4	1010	860	Springbrook	77	85	Fair	Low	79
ACT0206_REGIONAL_PROVIDER	ACT0206-05	Verified Local	Posted	21d	Regional Provider Offer 5	7270	6872	Springbrook	71	68	Excellent	Unknown	47
ACT0207_ONLINE_PROVIDER	ACT0207-01	Red Deer Market	Posted	0d	Online Provider Offer 1	624	533	National	94	97	Excellent	High	69
ACT0207_ONLINE_PROVIDER	ACT0207-02	Regional Exchange	FS	21d	Online Provider Offer 2	4566	3931	Online	96	54	Unknown	Low	73
ACT0207_ONLINE_PROVIDER	ACT0207-03	Budget Direct	FS	12d	Online Provider Offer 3	968	909	Edmonton Region	78	90	Fair	Medium	69
ACT0207_ONLINE_PROVIDER	ACT0207-04	Regional Exchange	Posted	17d	Online Provider Offer 4	1496	1429	Online	50	66	Excellent	High	46
ACT0207_ONLINE_PROVIDER	ACT0207-05	Budget Direct	FS	21d	Online Provider Offer 5	7832	7502	Municipal	85	87	New	Low	65
ACT0208_EMERGENCY_OPTION	ACT0208-01	Atlas Services	Watch	1d	Emergency Option Offer 1	6874	5795	Municipal	79	56	Good	Unknown	49
ACT0208_EMERGENCY_OPTION	ACT0208-02	Central Listings	Limited	19d	Emergency Option Offer 2	3682	3303	Springbrook	67	93	New	Unknown	63
ACT0208_EMERGENCY_OPTION	ACT0208-03	Atlas Services	Limited	9d	Emergency Option Offer 3	7702	6938	Edmonton Region	81	36	New	High	35
ACT0208_EMERGENCY_OPTION	ACT0208-04	Budget Direct	Limited	11d	Emergency Option Offer 4	5810	5116	Central Alberta	64	90	Good	Unknown	52
ACT0208_EMERGENCY_OPTION	ACT0208-05	Prairie Value Co.	Posted	10d	Emergency Option Offer 5	7368	6053	Municipal	48	95	Excellent	Medium	43
ACT0209_VERIFIED_PROVIDER	ACT0209-01	Central Listings	Posted	3d	Verified Provider Offer 1	6937	6276	Edmonton Region	47	81	Fair	High	38
ACT0209_VERIFIED_PROVIDER	ACT0209-02	Open Offer Ltd.	Available	16d	Verified Provider Offer 2	2274	1981	Online	92	61	New	Low	73
ACT0209_VERIFIED_PROVIDER	ACT0209-03	Regional Exchange	Watch	12d	Verified Provider Offer 3	3610	3278	Online	48	52	Unknown	Medium	41
ACT0209_VERIFIED_PROVIDER	ACT0209-04	Budget Direct	Watch	7d	Verified Provider Offer 4	189	167	Municipal	93	36	Unknown	Unknown	57
ACT0209_VERIFIED_PROVIDER	ACT0209-05	Quality Source	Watch	4d	Verified Provider Offer 5	741	622	Edmonton Region	69	44	Fair	Low	68
ACT0219_EMERGENCY_PREPAREDNESS	ACT0219-01	Regional Exchange	FS	19d	Emergency Preparedness Offer 1	7132	6015	Edmonton Region	55	47	Unknown	High	35
ACT0219_EMERGENCY_PREPAREDNESS	ACT0219-02	Open Offer Ltd.	FS	18d	Emergency Preparedness Offer 2	320	265	Calgary Region	85	50	Good	Medium	59
ACT0219_EMERGENCY_PREPAREDNESS	ACT0219-03	Red Deer Market	Available	20d	Emergency Preparedness Offer 3	7990	6747	Municipal	55	73	Unknown	High	35
ACT0219_EMERGENCY_PREPAREDNESS	ACT0219-04	Red Deer Market	FS	16d	Emergency Preparedness Offer 4	394	360	Red Deer	69	97	Fair	Medium	71
ACT0219_EMERGENCY_PREPAREDNESS	ACT0219-05	Open Offer Ltd.	Available	21d	Emergency Preparedness Offer 5	8489	7600	Central Alberta	84	43	Unknown	Medium	46
ACT0211_BUDGET_OPTION	ACT0211-01	Open Offer Ltd.	Posted	0d	Budget Option Offer 1	7155	6006	Springbrook	86	35	Fair	Low	54
ACT0211_BUDGET_OPTION	ACT0211-02	Atlas Services	Posted	1d	Budget Option Offer 2	824	679	Edmonton Region	84	56	Excellent	High	55
ACT0211_BUDGET_OPTION	ACT0211-03	Regional Exchange	Available	14d	Budget Option Offer 3	68	60	Central Alberta	57	88	Excellent	Medium	62
ACT0211_BUDGET_OPTION	ACT0211-04	Budget Direct	Available	12d	Budget Option Offer 4	6650	5894	Provincial	61	75	Fair	High	35
ACT0211_BUDGET_OPTION	ACT0211-05	Verified Local	Limited	0d	Budget Option Offer 5	5349	4626	Edmonton Region	69	41	Fair	Medium	39
ACT0212_STANDARD_OPTION	ACT0212-01	Red Deer Market	Limited	13d	Standard Option Offer 1	5325	4871	Central Alberta	54	66	Excellent	High	42
ACT0212_STANDARD_OPTION	ACT0212-02	Atlas Services	Watch	0d	Standard Option Offer 2	4183	3805	Central Alberta	69	70	New	Low	62
ACT0212_STANDARD_OPTION	ACT0212-03	Central Listings	Limited	3d	Standard Option Offer 3	252	234	Provincial	59	91	Excellent	Low	70
ACT0212_STANDARD_OPTION	ACT0212-04	Atlas Services	Limited	15d	Standard Option Offer 4	511	488	Calgary Region	73	53	Excellent	High	53
ACT0212_STANDARD_OPTION	ACT0212-05	Central Listings	Watch	8d	Standard Option Offer 5	8049	7046	Provincial	68	41	New	Medium	35
ACT0213_PREMIUM_OPTION	ACT0213-01	Regional Exchange	Limited	21d	Premium Option Offer 1	2099	1988	Central Alberta	84	87	New	Unknown	62
ACT0213_PREMIUM_OPTION	ACT0213-02	Budget Direct	FS	3d	Premium Option Offer 2	5938	5630	Red Deer	50	66	Good	Unknown	39
ACT0213_PREMIUM_OPTION	ACT0213-03	Open Offer Ltd.	Limited	16d	Premium Option Offer 3	6050	5381	National	66	51	Good	Low	59
ACT0213_PREMIUM_OPTION	ACT0213-04	Regional Exchange	Limited	8d	Premium Option Offer 4	7774	7346	Provincial	62	67	Fair	Low	57
ACT0213_PREMIUM_OPTION	ACT0213-05	Atlas Services	Watch	14d	Premium Option Offer 5	1246	1155	Edmonton Region	56	56	Good	Unknown	54
ACT0214_LOCAL_PROVIDER	ACT0214-01	Red Deer Market	FS	19d	Local Provider Offer 1	3967	3327	Municipal	53	57	Unknown	Low	57
ACT0214_LOCAL_PROVIDER	ACT0214-02	Atlas Services	Watch	19d	Local Provider Offer 2	1031	923	Central Alberta	87	90	Fair	Low	77
ACT0214_LOCAL_PROVIDER	ACT0214-03	Central Listings	FS	0d	Local Provider Offer 3	5393	5004	Online	68	61	New	High	37
ACT0214_LOCAL_PROVIDER	ACT0214-04	North Star Supply	Available	1d	Local Provider Offer 4	7785	7139	Municipal	94	64	Excellent	Low	68
ACT0214_LOCAL_PROVIDER	ACT0214-05	Atlas Services	Watch	7d	Local Provider Offer 5	2594	2382	Springbrook	47	67	New	Unknown	44
ACT0215_REGIONAL_PROVIDER	ACT0215-01	Regional Exchange	FS	15d	Regional Provider Offer 1	1751	1519	Municipal	51	94	Unknown	Unknown	56
ACT0215_REGIONAL_PROVIDER	ACT0215-02	Central Listings	Available	14d	Regional Provider Offer 2	5085	4348	Municipal	45	63	Excellent	Medium	46
ACT0215_REGIONAL_PROVIDER	ACT0215-03	Open Offer Ltd.	Watch	20d	Regional Provider Offer 3	7233	6609	Calgary Region	89	74	Excellent	Low	69
ACT0215_REGIONAL_PROVIDER	ACT0215-04	Quality Source	Watch	1d	Regional Provider Offer 4	4331	3694	Online	60	87	New	Medium	50
ACT0215_REGIONAL_PROVIDER	ACT0215-05	Central Listings	Available	21d	Regional Provider Offer 5	1565	1336	Red Deer	50	88	Excellent	Unknown	53
ACT0216_ONLINE_PROVIDER	ACT0216-01	Verified Local	Available	5d	Online Provider Offer 1	7515	6481	Provincial	48	90	Unknown	Medium	42
ACT0216_ONLINE_PROVIDER	ACT0216-02	Budget Direct	Watch	19d	Online Provider Offer 2	8443	8000	Municipal	95	68	New	Low	68
ACT0216_ONLINE_PROVIDER	ACT0216-03	Quality Source	Limited	14d	Online Provider Offer 3	6078	5826	Springbrook	52	42	Good	Unknown	42
ACT0216_ONLINE_PROVIDER	ACT0216-04	Open Offer Ltd.	Limited	18d	Online Provider Offer 4	2862	2401	Calgary Region	78	98	New	High	62
ACT0216_ONLINE_PROVIDER	ACT0216-05	Prairie Value Co.	Available	0d	Online Provider Offer 5	3414	2822	Red Deer	50	78	Good	Medium	47
ACT0217_EMERGENCY_OPTION	ACT0217-01	Budget Direct	FS	14d	Emergency Option Offer 1	7398	6409	Red Deer	73	50	Good	Medium	38
ACT0217_EMERGENCY_OPTION	ACT0217-02	Verified Local	Available	4d	Emergency Option Offer 2	5914	5434	National	64	86	New	Unknown	56
ACT0217_EMERGENCY_OPTION	ACT0217-03	Red Deer Market	Watch	2d	Emergency Option Offer 3	3416	2863	Calgary Region	49	53	Excellent	Low	52
ACT0217_EMERGENCY_OPTION	ACT0217-04	Red Deer Market	Available	6d	Emergency Option Offer 4	7240	6666	National	77	58	New	High	35
ACT0217_EMERGENCY_OPTION	ACT0217-05	Regional Exchange	Posted	0d	Emergency Option Offer 5	3371	3046	Edmonton Region	46	42	Good	Medium	38
ACT0218_VERIFIED_PROVIDER	ACT0218-01	Atlas Services	Available	15d	Verified Provider Offer 1	7075	5942	National	61	94	New	High	40
ACT0218_VERIFIED_PROVIDER	ACT0218-02	Budget Direct	Available	12d	Verified Provider Offer 2	1569	1416	Calgary Region	75	69	New	High	50
ACT0218_VERIFIED_PROVIDER	ACT0218-03	Open Offer Ltd.	Watch	0d	Verified Provider Offer 3	4403	3786	Springbrook	90	80	New	Low	72
ACT0218_VERIFIED_PROVIDER	ACT0218-04	Quality Source	Available	8d	Verified Provider Offer 4	8174	7170	Calgary Region	72	58	New	High	39
ACT0218_VERIFIED_PROVIDER	ACT0218-05	Verified Local	Limited	8d	Verified Provider Offer 5	4997	4274	Springbrook	50	50	Fair	High	35
ACT0275_SPIRITUAL	ACT0275-01	Atlas Services	Available	19d	Spiritual Offer 1	7023	6406	Springbrook	87	41	New	Unknown	51
ACT0275_SPIRITUAL	ACT0275-02	Budget Direct	FS	13d	Spiritual Offer 2	6155	5873	Edmonton Region	64	70	Good	Unknown	48
ACT0275_SPIRITUAL	ACT0275-03	North Star Supply	FS	14d	Spiritual Offer 3	2652	2245	Provincial	89	85	Unknown	Low	75
ACT0275_SPIRITUAL	ACT0275-04	North Star Supply	Watch	19d	Spiritual Offer 4	4481	4229	Online	65	59	Excellent	Unknown	46
ACT0275_SPIRITUAL	ACT0275-05	Prairie Value Co.	Limited	8d	Spiritual Offer 5	4722	4274	Calgary Region	85	41	Unknown	Unknown	46
ACT0229_COMMUNITY	ACT0229-01	Verified Local	Watch	12d	Community Offer 1	7401	6145	Municipal	93	57	Fair	Medium	50
ACT0229_COMMUNITY	ACT0229-02	Regional Exchange	Available	8d	Community Offer 2	1013	923	Provincial	95	89	Excellent	Unknown	73
ACT0229_COMMUNITY	ACT0229-03	Central Listings	Limited	11d	Community Offer 3	1217	1041	National	69	35	Excellent	High	41
ACT0229_COMMUNITY	ACT0229-04	Budget Direct	Watch	12d	Community Offer 4	6107	5133	Edmonton Region	92	82	New	Medium	64
ACT0229_COMMUNITY	ACT0229-05	Red Deer Market	FS	20d	Community Offer 5	7525	6288	Municipal	83	37	Excellent	Low	55
ACT0221_BUDGET_OPTION	ACT0221-01	Red Deer Market	Limited	10d	Budget Option Offer 1	863	794	Calgary Region	96	64	Good	High	56
ACT0221_BUDGET_OPTION	ACT0221-02	Prairie Value Co.	Available	12d	Budget Option Offer 2	6635	5462	Springbrook	75	79	Fair	Unknown	54
ACT0221_BUDGET_OPTION	ACT0221-03	Open Offer Ltd.	FS	17d	Budget Option Offer 3	7866	7539	Edmonton Region	71	63	Excellent	Medium	40
ACT0221_BUDGET_OPTION	ACT0221-04	Atlas Services	Available	14d	Budget Option Offer 4	1237	1169	Calgary Region	68	58	Excellent	Low	63
ACT0221_BUDGET_OPTION	ACT0221-05	Quality Source	Limited	15d	Budget Option Offer 5	8244	7027	Municipal	60	58	Unknown	High	35
ACT0222_STANDARD_OPTION	ACT0222-01	North Star Supply	Limited	21d	Standard Option Offer 1	7607	6989	Online	68	91	Fair	High	43
ACT0222_STANDARD_OPTION	ACT0222-02	Central Listings	FS	1d	Standard Option Offer 2	4765	4471	Provincial	79	50	Good	Low	66
ACT0222_STANDARD_OPTION	ACT0222-03	Central Listings	Available	13d	Standard Option Offer 3	182	155	Edmonton Region	61	82	Unknown	Unknown	61
ACT0222_STANDARD_OPTION	ACT0222-04	Verified Local	Watch	6d	Standard Option Offer 4	3234	2733	Red Deer	84	45	Unknown	Medium	56
ACT0222_STANDARD_OPTION	ACT0222-05	Red Deer Market	Limited	12d	Standard Option Offer 5	5338	4928	Springbrook	92	87	Good	High	59
ACT0223_PREMIUM_OPTION	ACT0223-01	Prairie Value Co.	Watch	18d	Premium Option Offer 1	1653	1454	Edmonton Region	59	80	New	Low	64
ACT0223_PREMIUM_OPTION	ACT0223-02	North Star Supply	Limited	18d	Premium Option Offer 2	1184	1061	Red Deer	79	40	New	High	52
ACT0223_PREMIUM_OPTION	ACT0223-03	Open Offer Ltd.	Limited	16d	Premium Option Offer 3	3039	2828	National	78	92	Fair	Unknown	60
ACT0223_PREMIUM_OPTION	ACT0223-04	Budget Direct	Available	21d	Premium Option Offer 4	5997	5046	Central Alberta	52	59	Good	Medium	40
ACT0223_PREMIUM_OPTION	ACT0223-05	Budget Direct	Limited	17d	Premium Option Offer 5	4369	4163	Calgary Region	76	66	Unknown	Medium	55
ACT0224_LOCAL_PROVIDER	ACT0224-01	Central Listings	Posted	2d	Local Provider Offer 1	2215	2082	Red Deer	70	60	Excellent	Low	65
ACT0224_LOCAL_PROVIDER	ACT0224-02	Prairie Value Co.	Limited	8d	Local Provider Offer 2	4749	4412	Online	75	79	Excellent	Medium	59
ACT0224_LOCAL_PROVIDER	ACT0224-03	North Star Supply	Available	0d	Local Provider Offer 3	1121	995	Calgary Region	57	61	Fair	Medium	56
ACT0224_LOCAL_PROVIDER	ACT0224-04	Verified Local	Available	17d	Local Provider Offer 4	930	856	Municipal	47	75	Good	Unknown	50
ACT0224_LOCAL_PROVIDER	ACT0224-05	Red Deer Market	Posted	8d	Local Provider Offer 5	7439	6516	Calgary Region	48	42	Fair	Medium	35
ACT0225_REGIONAL_PROVIDER	ACT0225-01	Red Deer Market	Watch	6d	Regional Provider Offer 1	7380	6098	Municipal	57	48	New	High	35
ACT0225_REGIONAL_PROVIDER	ACT0225-02	Budget Direct	FS	5d	Regional Provider Offer 2	481	444	Red Deer	82	36	Excellent	Unknown	54
ACT0225_REGIONAL_PROVIDER	ACT0225-03	Regional Exchange	Limited	4d	Regional Provider Offer 3	909	797	Municipal	54	64	Good	Unknown	58
ACT0225_REGIONAL_PROVIDER	ACT0225-04	Budget Direct	Limited	16d	Regional Provider Offer 4	7397	7028	National	90	38	Unknown	Medium	51
ACT0225_REGIONAL_PROVIDER	ACT0225-05	Open Offer Ltd.	FS	10d	Regional Provider Offer 5	7362	6876	Provincial	45	54	Unknown	Unknown	36
ACT0226_ONLINE_PROVIDER	ACT0226-01	Red Deer Market	Available	18d	Online Provider Offer 1	1117	971	Provincial	61	46	Good	Unknown	46
ACT0226_ONLINE_PROVIDER	ACT0226-02	Quality Source	FS	21d	Online Provider Offer 2	4770	4050	Municipal	67	61	Good	Unknown	54
ACT0226_ONLINE_PROVIDER	ACT0226-03	Open Offer Ltd.	Watch	3d	Online Provider Offer 3	3072	2873	Online	67	75	Excellent	Medium	53
ACT0226_ONLINE_PROVIDER	ACT0226-04	Central Listings	Available	0d	Online Provider Offer 4	1371	1248	Municipal	77	99	Unknown	Medium	74
ACT0226_ONLINE_PROVIDER	ACT0226-05	Central Listings	Limited	0d	Online Provider Offer 5	5413	4469	Municipal	58	44	New	Unknown	44
ACT0227_EMERGENCY_OPTION	ACT0227-01	Prairie Value Co.	Limited	16d	Emergency Option Offer 1	3118	2855	Red Deer	46	70	Excellent	Unknown	48
ACT0227_EMERGENCY_OPTION	ACT0227-02	Verified Local	Limited	16d	Emergency Option Offer 2	3193	2739	Online	88	82	Good	Medium	64
ACT0227_EMERGENCY_OPTION	ACT0227-03	Regional Exchange	Limited	3d	Emergency Option Offer 3	983	869	Municipal	47	89	Fair	Medium	52
ACT0227_EMERGENCY_OPTION	ACT0227-04	Verified Local	Posted	19d	Emergency Option Offer 4	2357	1973	Online	91	45	Unknown	Low	66
ACT0227_EMERGENCY_OPTION	ACT0227-05	Verified Local	Available	15d	Emergency Option Offer 5	4802	4433	Central Alberta	91	44	New	High	48
ACT0228_VERIFIED_PROVIDER	ACT0228-01	North Star Supply	Limited	19d	Verified Provider Offer 1	7566	6830	National	91	48	New	Low	62
ACT0228_VERIFIED_PROVIDER	ACT0228-02	Atlas Services	Available	3d	Verified Provider Offer 2	2835	2531	Calgary Region	56	40	Excellent	Low	52
ACT0228_VERIFIED_PROVIDER	ACT0228-03	Quality Source	Posted	16d	Verified Provider Offer 3	4939	4532	National	95	100	Good	Low	83
ACT0228_VERIFIED_PROVIDER	ACT0228-04	Regional Exchange	Available	21d	Verified Provider Offer 4	1714	1469	Edmonton Region	81	76	Unknown	Unknown	67
ACT0228_VERIFIED_PROVIDER	ACT0228-05	Regional Exchange	Available	7d	Verified Provider Offer 5	150	124	Provincial	50	98	Good	Medium	67
ACT0238_PRACTICE	ACT0238-01	North Star Supply	Limited	15d	Practice Offer 1	4592	3831	Edmonton Region	60	83	Fair	High	44
ACT0238_PRACTICE	ACT0238-02	Red Deer Market	Limited	16d	Practice Offer 2	3339	3070	National	91	96	Fair	Medium	64
ACT0238_PRACTICE	ACT0238-03	Budget Direct	Posted	17d	Practice Offer 3	3743	3304	Online	45	71	New	Low	60
ACT0238_PRACTICE	ACT0238-04	North Star Supply	FS	12d	Practice Offer 4	6093	5124	Calgary Region	55	62	Unknown	Low	48
ACT0238_PRACTICE	ACT0238-05	Red Deer Market	Limited	20d	Practice Offer 5	7258	6258	Springbrook	91	70	Fair	Medium	53
ACT0230_BUDGET_OPTION	ACT0230-01	Verified Local	Watch	20d	Budget Option Offer 1	736	674	Online	84	81	Good	High	56
ACT0230_BUDGET_OPTION	ACT0230-02	Central Listings	Limited	18d	Budget Option Offer 2	7226	6125	Provincial	95	86	Good	Unknown	61
ACT0230_BUDGET_OPTION	ACT0230-03	Verified Local	FS	10d	Budget Option Offer 3	6535	6271	Red Deer	79	55	Fair	Low	62
ACT0230_BUDGET_OPTION	ACT0230-04	Central Listings	Available	5d	Budget Option Offer 4	8155	7498	Online	88	81	Excellent	Low	67
ACT0230_BUDGET_OPTION	ACT0230-05	Red Deer Market	Watch	21d	Budget Option Offer 5	8066	7343	Online	93	96	Excellent	High	50
ACT0231_STANDARD_OPTION	ACT0231-01	Red Deer Market	Available	7d	Standard Option Offer 1	3866	3252	Calgary Region	75	99	Good	Unknown	64
ACT0231_STANDARD_OPTION	ACT0231-02	Quality Source	Limited	4d	Standard Option Offer 2	5395	4940	Springbrook	94	48	Good	Low	66
ACT0231_STANDARD_OPTION	ACT0231-03	Budget Direct	Watch	1d	Standard Option Offer 3	8091	7374	Red Deer	48	43	Fair	Unknown	35
ACT0231_STANDARD_OPTION	ACT0231-04	Prairie Value Co.	FS	9d	Standard Option Offer 4	2671	2429	Edmonton Region	89	59	Good	Unknown	65
ACT0231_STANDARD_OPTION	ACT0231-05	Budget Direct	Posted	6d	Standard Option Offer 5	5558	5261	National	49	62	Good	Unknown	40
ACT0232_PREMIUM_OPTION	ACT0232-01	Regional Exchange	Available	19d	Premium Option Offer 1	1358	1247	Red Deer	72	93	Excellent	High	59
ACT0232_PREMIUM_OPTION	ACT0232-02	Verified Local	Watch	18d	Premium Option Offer 2	7962	7065	Municipal	88	67	Fair	Unknown	54
ACT0232_PREMIUM_OPTION	ACT0232-03	Quality Source	Watch	5d	Premium Option Offer 3	1800	1623	Calgary Region	56	87	Excellent	Low	72
ACT0232_PREMIUM_OPTION	ACT0232-04	Central Listings	Limited	5d	Premium Option Offer 4	7819	6709	Online	92	47	Excellent	Unknown	51
ACT0232_PREMIUM_OPTION	ACT0232-05	Red Deer Market	Available	12d	Premium Option Offer 5	4573	3759	Central Alberta	79	94	Unknown	Medium	60
ACT0233_LOCAL_PROVIDER	ACT0233-01	Regional Exchange	Watch	5d	Local Provider Offer 1	5015	4317	Provincial	94	39	Fair	High	46
ACT0233_LOCAL_PROVIDER	ACT0233-02	Verified Local	Limited	15d	Local Provider Offer 2	3309	3066	Provincial	84	98	Excellent	Low	82
ACT0233_LOCAL_PROVIDER	ACT0233-03	North Star Supply	Available	11d	Local Provider Offer 3	578	553	Provincial	89	52	Excellent	Unknown	61
ACT0233_LOCAL_PROVIDER	ACT0233-04	Prairie Value Co.	FS	11d	Local Provider Offer 4	6176	5196	Edmonton Region	94	39	Fair	Unknown	52
ACT0233_LOCAL_PROVIDER	ACT0233-05	Open Offer Ltd.	Watch	21d	Local Provider Offer 5	4573	3958	Edmonton Region	64	67	Excellent	Medium	53
ACT0234_REGIONAL_PROVIDER	ACT0234-01	Quality Source	Posted	7d	Regional Provider Offer 1	2570	2350	Calgary Region	72	67	Fair	Low	70
ACT0234_REGIONAL_PROVIDER	ACT0234-02	North Star Supply	Available	1d	Regional Provider Offer 2	8044	6828	Red Deer	64	74	Good	Unknown	43
ACT0234_REGIONAL_PROVIDER	ACT0234-03	Open Offer Ltd.	Limited	0d	Regional Provider Offer 3	7408	6588	Calgary Region	76	59	Good	Medium	51
ACT0234_REGIONAL_PROVIDER	ACT0234-04	Regional Exchange	Watch	15d	Regional Provider Offer 4	2868	2506	Springbrook	45	52	Good	Unknown	45
ACT0234_REGIONAL_PROVIDER	ACT0234-05	Prairie Value Co.	Posted	0d	Regional Provider Offer 5	7787	7268	National	48	55	Good	Low	47
ACT0235_ONLINE_PROVIDER	ACT0235-01	Central Listings	Limited	15d	Online Provider Offer 1	3240	2932	Springbrook	62	36	Unknown	High	35
ACT0235_ONLINE_PROVIDER	ACT0235-02	Budget Direct	Posted	14d	Online Provider Offer 2	1704	1526	Central Alberta	74	47	Excellent	High	42
ACT0235_ONLINE_PROVIDER	ACT0235-03	Verified Local	Limited	12d	Online Provider Offer 3	5020	4679	Red Deer	91	83	New	High	55
ACT0235_ONLINE_PROVIDER	ACT0235-04	Quality Source	Posted	7d	Online Provider Offer 4	1913	1803	Springbrook	57	48	Unknown	Low	55
ACT0235_ONLINE_PROVIDER	ACT0235-05	North Star Supply	Posted	7d	Online Provider Offer 5	3981	3635	Municipal	59	100	Fair	High	54
ACT0236_EMERGENCY_OPTION	ACT0236-01	Verified Local	Posted	9d	Emergency Option Offer 1	8182	7649	Edmonton Region	92	62	New	Unknown	47
ACT0236_EMERGENCY_OPTION	ACT0236-02	Atlas Services	Watch	3d	Emergency Option Offer 2	829	713	Central Alberta	49	56	Excellent	Unknown	50
ACT0236_EMERGENCY_OPTION	ACT0236-03	Quality Source	Limited	18d	Emergency Option Offer 3	1090	946	Online	45	45	Fair	High	39
ACT0236_EMERGENCY_OPTION	ACT0236-04	North Star Supply	Posted	19d	Emergency Option Offer 4	2029	1745	Red Deer	87	53	New	Low	65
ACT0236_EMERGENCY_OPTION	ACT0236-05	Atlas Services	FS	20d	Emergency Option Offer 5	3424	3205	National	68	36	Excellent	Low	59
ACT0237_VERIFIED_PROVIDER	ACT0237-01	Regional Exchange	Posted	18d	Verified Provider Offer 1	5792	4910	Calgary Region	91	37	Unknown	Unknown	46
ACT0237_VERIFIED_PROVIDER	ACT0237-02	Verified Local	Posted	12d	Verified Provider Offer 2	6202	5834	Provincial	48	88	Good	Unknown	48
ACT0237_VERIFIED_PROVIDER	ACT0237-03	Verified Local	Watch	13d	Verified Provider Offer 3	6972	6112	National	83	88	New	Medium	60
ACT0237_VERIFIED_PROVIDER	ACT0237-04	Quality Source	Watch	5d	Verified Provider Offer 4	5705	4920	Online	69	64	Excellent	Medium	53
ACT0237_VERIFIED_PROVIDER	ACT0237-05	Central Listings	Posted	11d	Verified Provider Offer 5	5285	4363	Edmonton Region	66	92	Excellent	High	45
ACT0247_TEACHING	ACT0247-01	Verified Local	Watch	6d	Teaching Offer 1	2988	2866	Springbrook	71	60	Unknown	High	43
ACT0247_TEACHING	ACT0247-02	Verified Local	Posted	10d	Teaching Offer 2	2166	1838	Provincial	65	54	Good	Medium	51
ACT0247_TEACHING	ACT0247-03	North Star Supply	Watch	17d	Teaching Offer 3	4324	3568	National	93	55	New	High	45
ACT0247_TEACHING	ACT0247-04	Central Listings	Limited	4d	Teaching Offer 4	8371	7762	Red Deer	76	72	Fair	High	40
ACT0247_TEACHING	ACT0247-05	Open Offer Ltd.	Posted	10d	Teaching Offer 5	573	484	Provincial	76	73	Good	Unknown	69
ACT0239_BUDGET_OPTION	ACT0239-01	Quality Source	Available	17d	Budget Option Offer 1	7383	6291	Red Deer	64	62	Fair	Unknown	41
ACT0239_BUDGET_OPTION	ACT0239-02	Central Listings	Available	13d	Budget Option Offer 2	6203	5365	Calgary Region	73	58	Fair	Medium	53
ACT0239_BUDGET_OPTION	ACT0239-03	Prairie Value Co.	FS	21d	Budget Option Offer 3	6088	5155	Online	64	55	New	High	35
ACT0239_BUDGET_OPTION	ACT0239-04	Regional Exchange	FS	0d	Budget Option Offer 4	7884	7307	Central Alberta	62	60	Good	High	36
ACT0239_BUDGET_OPTION	ACT0239-05	Atlas Services	Limited	7d	Budget Option Offer 5	7430	6949	Municipal	88	45	Unknown	Low	54
ACT0240_STANDARD_OPTION	ACT0240-01	Central Listings	Watch	6d	Standard Option Offer 1	5896	5523	National	85	85	Fair	High	47
